"busID","busLicense","busType","busSID"
"B001","LQ-3760","coach","1"
"B002","MK-1188","mini","2"
"B003","RT-2255","coach","3"
"B004","XZ-9911","double-decker","4"
"B005","AA-5555","coach","5"
"B006","BB-6666","mini","6"
"B007","CC-7777","coach","7"
"B008","DD-8888","shuttle","8"
"B009","EE-9999","coach","9"
"B010","FF-0001","mini","10"
"B001","LQ-3760","coach","11"
"B002","MK-1188","mini","12"
"B003","RT-2255","coach","13"
"B004","XZ-9911","double-decker","14"
"B005","AA-5555","coach","15"
"B006","BB-6666","mini","16"
"B007","CC-7777","coach","17"
"B008","DD-8888","shuttle","18"
"B009","EE-9999","coach","19"
"B010","FF-0001","mini","20"
"custSID","custID","custType"
"1","C0001","regular"
"2","C0002","senior"
"3","C0003","pwd"
"4","C0004","pregnant"
"5","C0005","student"
"dateSID","dateID","year","month","day"
"3123","2022-07-19","2022","July","19"
"3124","2022-07-20","2022","July","20"
"3125","2022-07-21","2022","July","21"
"3126","2022-07-22","2022","July","22"
"3127","2022-07-23","2022","July","23"
"3128","2022-07-24","2022","July","24"
"3129","2022-07-25","2022","July","25"
"3130","2022-07-26","2022","July","26"
"3131","2022-07-27","2022","July","27"
"3132","2022-07-28","2022","July","28"
"3133","2022-07-29","2022","July","29"
"3134","2022-07-30","2022","July","30"
"3135","2022-07-31","2022","July","31"
"3136","2022-08-01","2022","August","1"
"3137","2022-08-02","2022","August","2"
"3138","2022-08-03","2022","August","3"
"3139","2022-08-04","2022","August","4"
"3140","2022-08-05","2022","August","5"
"3141","2022-08-06","2022","August","6"
"3142","2022-08-07","2022","August","7"
"3143","2022-08-08","2022","August","8"
"3144","2022-08-09","2022","August","9"
"3145","2022-08-10","2022","August","10"
"3146","2022-08-11","2022","August","11"
"3147","2022-08-12","2022","August","12"
"3148","2022-08-13","2022","August","13"
"3149","2022-08-14","2022","August","14"
"3150","2022-08-15","2022","August","15"
"3151","2022-08-16","2022","August","16"
"3152","2022-08-17","2022","August","17"
"3153","2022-08-18","2022","August","18"
"3154","2022-08-19","2022","August","19"
"3155","2022-08-20","2022","August","20"
"3156","2022-08-21","2022","August","21"
"3157","2022-08-22","2022","August","22"
"3158","2022-08-23","2022","August","23"
"3159","2022-08-24","2022","August","24"
"3160","2022-08-25","2022","August","25"
"3161","2022-08-26","2022","August","26"
"3162","2022-08-27","2022","August","27"
"3163","2022-08-28","2022","August","28"
"3164","2022-08-29","2022","August","29"
"3165","2022-08-30","2022","August","30"
"3166","2022-08-31","2022","August","31"
"3167","2022-09-01","2022","September","1"
"3168","2022-09-02","2022","September","2"
"3169","2022-09-03","2022","September","3"
"3170","2022-09-04","2022","September","4"
"3171","2022-09-05","2022","September","5"
"3172","2022-09-06","2022","September","6"
"3173","2022-09-07","2022","September","7"
"3174","2022-09-08","2022","September","8"
"3175","2022-09-09","2022","September","9"
"3176","2022-09-10","2022","September","10"
"3177","2022-09-11","2022","September","11"
"3178","2022-09-12","2022","September","12"
"3179","2022-09-13","2022","September","13"
"3180","2022-09-14","2022","September","14"
"3181","2022-09-15","2022","September","15"
"3182","2022-09-16","2022","September","16"
"3183","2022-09-17","2022","September","17"
"3184","2022-09-18","2022","September","18"
"3185","2022-09-19","2022","September","19"
"3186","2022-09-20","2022","September","20"
"3187","2022-09-21","2022","September","21"
"3188","2022-09-22","2022","September","22"
"3189","2022-09-23","2022","September","23"
"3190","2022-09-24","2022","September","24"
"3191","2022-09-25","2022","September","25"
"3192","2022-09-26","2022","September","26"
"3193","2022-09-27","2022","September","27"
"3194","2022-09-28","2022","September","28"
"3195","2022-09-29","2022","September","29"
"3196","2022-09-30","2022","September","30"
"3197","2022-10-01","2022","October","1"
"3198","2022-10-02","2022","October","2"
"3199","2022-10-03","2022","October","3"
"3200","2022-10-04","2022","October","4"
"3201","2022-10-05","2022","October","5"
"3202","2022-10-06","2022","October","6"
"3203","2022-10-07","2022","October","7"
"3204","2022-10-08","2022","October","8"
"3205","2022-10-09","2022","October","9"
"3206","2022-10-10","2022","October","10"
"3207","2022-10-11","2022","October","11"
"3208","2022-10-12","2022","October","12"
"3209","2022-10-13","2022","October","13"
"3210","2022-10-14","2022","October","14"
"3211","2022-10-15","2022","October","15"
"3212","2022-10-16","2022","October","16"
"3213","2022-10-17","2022","October","17"
"3214","2022-10-18","2022","October","18"
"3215","2022-10-19","2022","October","19"
"3216","2022-10-20","2022","October","20"
"3217","2022-10-21","2022","October","21"
"3218","2022-10-22","2022","October","22"
"3219","2022-10-23","2022","October","23"
"3220","2022-10-24","2022","October","24"
"3221","2022-10-25","2022","October","25"
"3222","2022-10-26","2022","October","26"
"3223","2022-10-27","2022","October","27"
"3224","2022-10-28","2022","October","28"
"3225","2022-10-29","2022","October","29"
"3226","2022-10-30","2022","October","30"
"3227","2022-10-31","2022","October","31"
"3228","2022-11-01","2022","November","1"
"3229","2022-11-02","2022","November","2"
"3230","2022-11-03","2022","November","3"
"3231","2022-11-04","2022","November","4"
"3232","2022-11-05","2022","November","5"
"3233","2022-11-06","2022","November","6"
"3234","2022-11-07","2022","November","7"
"3235","2022-11-08","2022","November","8"
"3236","2022-11-09","2022","November","9"
"3237","2022-11-10","2022","November","10"
"3238","2022-11-11","2022","November","11"
"3239","2022-11-12","2022","November","12"
"3240","2022-11-13","2022","November","13"
"3241","2022-11-14","2022","November","14"
"3242","2022-11-15","2022","November","15"
"3243","2022-11-16","2022","November","16"
"3244","2022-11-17","2022","November","17"
"3245","2022-11-18","2022","November","18"
"3246","2022-11-19","2022","November","19"
"3247","2022-11-20","2022","November","20"
"3248","2022-11-21","2022","November","21"
"3249","2022-11-22","2022","November","22"
"3250","2022-11-23","2022","November","23"
"3251","2022-11-24","2022","November","24"
"3252","2022-11-25","2022","November","25"
"3253","2022-11-26","2022","November","26"
"3254","2022-11-27","2022","November","27"
"3255","2022-11-28","2022","November","28"
"3256","2022-11-29","2022","November","29"
"3257","2022-11-30","2022","November","30"
"3258","2022-12-01","2022","December","1"
"3259","2022-12-02","2022","December","2"
"3260","2022-12-03","2022","December","3"
"3261","2022-12-04","2022","December","4"
"3262","2022-12-05","2022","December","5"
"3263","2022-12-06","2022","December","6"
"3264","2022-12-07","2022","December","7"
"3265","2022-12-08","2022","December","8"
"3266","2022-12-09","2022","December","9"
"3267","2022-12-10","2022","December","10"
"3268","2022-12-11","2022","December","11"
"3269","2022-12-12","2022","December","12"
"3270","2022-12-13","2022","December","13"
"3271","2022-12-14","2022","December","14"
"3272","2022-12-15","2022","December","15"
"3273","2022-12-16","2022","December","16"
"3274","2022-12-17","2022","December","17"
"3275","2022-12-18","2022","December","18"
"3276","2022-12-19","2022","December","19"
"3277","2022-12-20","2022","December","20"
"3278","2022-12-21","2022","December","21"
"3279","2022-12-22","2022","December","22"
"3280","2022-12-23","2022","December","23"
"3281","2022-12-24","2022","December","24"
"3282","2022-12-25","2022","December","25"
"3283","2022-12-26","2022","December","26"
"3284","2022-12-27","2022","December","27"
"3285","2022-12-28","2022","December","28"
"3286","2022-12-29","2022","December","29"
"3287","2022-12-30","2022","December","30"
"3288","2022-12-31","2022","December","31"
"3289","2023-01-01","2023","January","1"
"3290","2023-01-02","2023","January","2"
"3291","2023-01-03","2023","January","3"
"3292","2023-01-04","2023","January","4"
"3293","2023-01-05","2023","January","5"
"3294","2023-01-06","2023","January","6"
"3295","2023-01-07","2023","January","7"
"3296","2023-01-08","2023","January","8"
"3297","2023-01-09","2023","January","9"
"3298","2023-01-10","2023","January","10"
"3299","2023-01-11","2023","January","11"
"3300","2023-01-12","2023","January","12"
"3301","2023-01-13","2023","January","13"
"3302","2023-01-14","2023","January","14"
"3303","2023-01-15","2023","January","15"
"3304","2023-01-16","2023","January","16"
"3305","2023-01-17","2023","January","17"
"3306","2023-01-18","2023","January","18"
"3307","2023-01-19","2023","January","19"
"3308","2023-01-20","2023","January","20"
"3309","2023-01-21","2023","January","21"
"3310","2023-01-22","2023","January","22"
"3311","2023-01-23","2023","January","23"
"3312","2023-01-24","2023","January","24"
"3313","2023-01-25","2023","January","25"
"3314","2023-01-26","2023","January","26"
"3315","2023-01-27","2023","January","27"
"3316","2023-01-28","2023","January","28"
"3317","2023-01-29","2023","January","29"
"3318","2023-01-30","2023","January","30"
"3319","2023-01-31","2023","January","31"
"3320","2023-02-01","2023","February","1"
"3321","2023-02-02","2023","February","2"
"3322","2023-02-03","2023","February","3"
"3323","2023-02-04","2023","February","4"
"3324","2023-02-05","2023","February","5"
"3325","2023-02-06","2023","February","6"
"3326","2023-02-07","2023","February","7"
"3327","2023-02-08","2023","February","8"
"3328","2023-02-09","2023","February","9"
"3329","2023-02-10","2023","February","10"
"3330","2023-02-11","2023","February","11"
"3331","2023-02-12","2023","February","12"
"3332","2023-02-13","2023","February","13"
"3333","2023-02-14","2023","February","14"
"3334","2023-02-15","2023","February","15"
"3335","2023-02-16","2023","February","16"
"3336","2023-02-17","2023","February","17"
"3337","2023-02-18","2023","February","18"
"3338","2023-02-19","2023","February","19"
"3339","2023-02-20","2023","February","20"
"3340","2023-02-21","2023","February","21"
"3341","2023-02-22","2023","February","22"
"3342","2023-02-23","2023","February","23"
"3343","2023-02-24","2023","February","24"
"3344","2023-02-25","2023","February","25"
"3345","2023-02-26","2023","February","26"
"3346","2023-02-27","2023","February","27"
"3347","2023-02-28","2023","February","28"
"3348","2023-03-01","2023","March","1"
"3349","2023-03-02","2023","March","2"
"3350","2023-03-03","2023","March","3"
"3351","2023-03-04","2023","March","4"
"3352","2023-03-05","2023","March","5"
"3353","2023-03-06","2023","March","6"
"3354","2023-03-07","2023","March","7"
"3355","2023-03-08","2023","March","8"
"3356","2023-03-09","2023","March","9"
"3357","2023-03-10","2023","March","10"
"3358","2023-03-11","2023","March","11"
"3359","2023-03-12","2023","March","12"
"3360","2023-03-13","2023","March","13"
"3361","2023-03-14","2023","March","14"
"3362","2023-03-15","2023","March","15"
"3363","2023-03-16","2023","March","16"
"3364","2023-03-17","2023","March","17"
"3365","2023-03-18","2023","March","18"
"3366","2023-03-19","2023","March","19"
"3367","2023-03-20","2023","March","20"
"3368","2023-03-21","2023","March","21"
"3369","2023-03-22","2023","March","22"
"3370","2023-03-23","2023","March","23"
"3371","2023-03-24","2023","March","24"
"3372","2023-03-25","2023","March","25"
"3373","2023-03-26","2023","March","26"
"3374","2023-03-27","2023","March","27"
"3375","2023-03-28","2023","March","28"
"3376","2023-03-29","2023","March","29"
"3377","2023-03-30","2023","March","30"
"3378","2023-03-31","2023","March","31"
"3379","2023-04-01","2023","April","1"
"3380","2023-04-02","2023","April","2"
"3381","2023-04-03","2023","April","3"
"3382","2023-04-04","2023","April","4"
"3383","2023-04-05","2023","April","5"
"3384","2023-04-06","2023","April","6"
"3385","2023-04-07","2023","April","7"
"3386","2023-04-08","2023","April","8"
"3387","2023-04-09","2023","April","9"
"3388","2023-04-10","2023","April","10"
"3389","2023-04-11","2023","April","11"
"3390","2023-04-12","2023","April","12"
"3391","2023-04-13","2023","April","13"
"3392","2023-04-14","2023","April","14"
"3393","2023-04-15","2023","April","15"
"3394","2023-04-16","2023","April","16"
"3395","2023-04-17","2023","April","17"
"3396","2023-04-18","2023","April","18"
"3397","2023-04-19","2023","April","19"
"3398","2023-04-20","2023","April","20"
"3399","2023-04-21","2023","April","21"
"3400","2023-04-22","2023","April","22"
"3401","2023-04-23","2023","April","23"
"3402","2023-04-24","2023","April","24"
"3403","2023-04-25","2023","April","25"
"3404","2023-04-26","2023","April","26"
"3405","2023-04-27","2023","April","27"
"3406","2023-04-28","2023","April","28"
"3407","2023-04-29","2023","April","29"
"3408","2023-04-30","2023","April","30"
"3409","2023-05-01","2023","May","1"
"3410","2023-05-02","2023","May","2"
"3411","2023-05-03","2023","May","3"
"3412","2023-05-04","2023","May","4"
"3413","2023-05-05","2023","May","5"
"3414","2023-05-06","2023","May","6"
"3415","2023-05-07","2023","May","7"
"3416","2023-05-08","2023","May","8"
"3417","2023-05-09","2023","May","9"
"3418","2023-05-10","2023","May","10"
"3419","2023-05-11","2023","May","11"
"3420","2023-05-12","2023","May","12"
"3421","2023-05-13","2023","May","13"
"3422","2023-05-14","2023","May","14"
"3423","2023-05-15","2023","May","15"
"3424","2023-05-16","2023","May","16"
"3425","2023-05-17","2023","May","17"
"3426","2023-05-18","2023","May","18"
"3427","2023-05-19","2023","May","19"
"3428","2023-05-20","2023","May","20"
"3429","2023-05-21","2023","May","21"
"3430","2023-05-22","2023","May","22"
"3431","2023-05-23","2023","May","23"
"3432","2023-05-24","2023","May","24"
"3433","2023-05-25","2023","May","25"
"3434","2023-05-26","2023","May","26"
"3435","2023-05-27","2023","May","27"
"3436","2023-05-28","2023","May","28"
"3437","2023-05-29","2023","May","29"
"3438","2023-05-30","2023","May","30"
"3439","2023-05-31","2023","May","31"
"3440","2023-06-01","2023","June","1"
"3441","2023-06-02","2023","June","2"
"3442","2023-06-03","2023","June","3"
"3443","2023-06-04","2023","June","4"
"3444","2023-06-05","2023","June","5"
"3445","2023-06-06","2023","June","6"
"3446","2023-06-07","2023","June","7"
"3447","2023-06-08","2023","June","8"
"3448","2023-06-09","2023","June","9"
"3449","2023-06-10","2023","June","10"
"3450","2023-06-11","2023","June","11"
"3451","2023-06-12","2023","June","12"
"3452","2023-06-13","2023","June","13"
"3453","2023-06-14","2023","June","14"
"3454","2023-06-15","2023","June","15"
"3455","2023-06-16","2023","June","16"
"3456","2023-06-17","2023","June","17"
"3457","2023-06-18","2023","June","18"
"3458","2023-06-19","2023","June","19"
"3459","2023-06-20","2023","June","20"
"3460","2023-06-21","2023","June","21"
"3461","2023-06-22","2023","June","22"
"3462","2023-06-23","2023","June","23"
"3463","2023-06-24","2023","June","24"
"3464","2023-06-25","2023","June","25"
"3465","2023-06-26","2023","June","26"
"3466","2023-06-27","2023","June","27"
"3467","2023-06-28","2023","June","28"
"3468","2023-06-29","2023","June","29"
"3469","2023-06-30","2023","June","30"
"3470","2023-07-01","2023","July","1"
"3471","2023-07-02","2023","July","2"
"3472","2023-07-03","2023","July","3"
"3473","2023-07-04","2023","July","4"
"3474","2023-07-05","2023","July","5"
"3475","2023-07-06","2023","July","6"
"3476","2023-07-07","2023","July","7"
"3477","2023-07-08","2023","July","8"
"3478","2023-07-09","2023","July","9"
"3479","2023-07-10","2023","July","10"
"3480","2023-07-11","2023","July","11"
"3481","2023-07-12","2023","July","12"
"3482","2023-07-13","2023","July","13"
"3483","2023-07-14","2023","July","14"
"3484","2023-07-15","2023","July","15"
"3485","2023-07-16","2023","July","16"
"3486","2023-07-17","2023","July","17"
"3487","2023-07-18","2023","July","18"
"3488","2023-07-19","2023","July","19"
"3489","2023-07-20","2023","July","20"
"3490","2023-07-21","2023","July","21"
"3491","2023-07-22","2023","July","22"
"3492","2023-07-23","2023","July","23"
"3493","2023-07-24","2023","July","24"
"3494","2023-07-25","2023","July","25"
"3495","2023-07-26","2023","July","26"
"3496","2023-07-27","2023","July","27"
"3497","2023-07-28","2023","July","28"
"3498","2023-07-29","2023","July","29"
"3499","2023-07-30","2023","July","30"
"3500","2023-07-31","2023","July","31"
"3501","2023-08-01","2023","August","1"
"3502","2023-08-02","2023","August","2"
"3503","2023-08-03","2023","August","3"
"3504","2023-08-04","2023","August","4"
"3505","2023-08-05","2023","August","5"
"3506","2023-08-06","2023","August","6"
"3507","2023-08-07","2023","August","7"
"3508","2023-08-08","2023","August","8"
"3509","2023-08-09","2023","August","9"
"3510","2023-08-10","2023","August","10"
"3511","2023-08-11","2023","August","11"
"3512","2023-08-12","2023","August","12"
"3513","2023-08-13","2023","August","13"
"3514","2023-08-14","2023","August","14"
"3515","2023-08-15","2023","August","15"
"3516","2023-08-16","2023","August","16"
"3517","2023-08-17","2023","August","17"
"3518","2023-08-18","2023","August","18"
"3519","2023-08-19","2023","August","19"
"3520","2023-08-20","2023","August","20"
"3521","2023-08-21","2023","August","21"
"3522","2023-08-22","2023","August","22"
"3523","2023-08-23","2023","August","23"
"3524","2023-08-24","2023","August","24"
"3525","2023-08-25","2023","August","25"
"3526","2023-08-26","2023","August","26"
"3527","2023-08-27","2023","August","27"
"3528","2023-08-28","2023","August","28"
"3529","2023-08-29","2023","August","29"
"3530","2023-08-30","2023","August","30"
"3531","2023-08-31","2023","August","31"
"3532","2023-09-01","2023","September","1"
"3533","2023-09-02","2023","September","2"
"3534","2023-09-03","2023","September","3"
"3535","2023-09-04","2023","September","4"
"3536","2023-09-05","2023","September","5"
"3537","2023-09-06","2023","September","6"
"3538","2023-09-07","2023","September","7"
"3539","2023-09-08","2023","September","8"
"3540","2023-09-09","2023","September","9"
"3541","2023-09-10","2023","September","10"
"3542","2023-09-11","2023","September","11"
"3543","2023-09-12","2023","September","12"
"3544","2023-09-13","2023","September","13"
"3545","2023-09-14","2023","September","14"
"3546","2023-09-15","2023","September","15"
"3547","2023-09-16","2023","September","16"
"3548","2023-09-17","2023","September","17"
"3549","2023-09-18","2023","September","18"
"3550","2023-09-19","2023","September","19"
"3551","2023-09-20","2023","September","20"
"3552","2023-09-21","2023","September","21"
"3553","2023-09-22","2023","September","22"
"3554","2023-09-23","2023","September","23"
"3555","2023-09-24","2023","September","24"
"3556","2023-09-25","2023","September","25"
"3557","2023-09-26","2023","September","26"
"3558","2023-09-27","2023","September","27"
"3559","2023-09-28","2023","September","28"
"3560","2023-09-29","2023","September","29"
"3561","2023-09-30","2023","September","30"
"3562","2023-10-01","2023","October","1"
"3563","2023-10-02","2023","October","2"
"3564","2023-10-03","2023","October","3"
"3565","2023-10-04","2023","October","4"
"3566","2023-10-05","2023","October","5"
"3567","2023-10-06","2023","October","6"
"3568","2023-10-07","2023","October","7"
"3569","2023-10-08","2023","October","8"
"3570","2023-10-09","2023","October","9"
"3571","2023-10-10","2023","October","10"
"3572","2023-10-11","2023","October","11"
"3573","2023-10-12","2023","October","12"
"3574","2023-10-13","2023","October","13"
"3575","2023-10-14","2023","October","14"
"3576","2023-10-15","2023","October","15"
"3577","2023-10-16","2023","October","16"
"3578","2023-10-17","2023","October","17"
"3579","2023-10-18","2023","October","18"
"3580","2023-10-19","2023","October","19"
"3581","2023-10-20","2023","October","20"
"3582","2023-10-21","2023","October","21"
"3583","2023-10-22","2023","October","22"
"3584","2023-10-23","2023","October","23"
"3585","2023-10-24","2023","October","24"
"3586","2023-10-25","2023","October","25"
"3587","2023-10-26","2023","October","26"
"3588","2023-10-27","2023","October","27"
"3589","2023-10-28","2023","October","28"
"3590","2023-10-29","2023","October","29"
"3591","2023-10-30","2023","October","30"
"3592","2023-10-31","2023","October","31"
"3593","2023-11-01","2023","November","1"
"3594","2023-11-02","2023","November","2"
"3595","2023-11-03","2023","November","3"
"3596","2023-11-04","2023","November","4"
"3597","2023-11-05","2023","November","5"
"3598","2023-11-06","2023","November","6"
"3599","2023-11-07","2023","November","7"
"3600","2023-11-08","2023","November","8"
"3601","2023-11-09","2023","November","9"
"3602","2023-11-10","2023","November","10"
"3603","2023-11-11","2023","November","11"
"3604","2023-11-12","2023","November","12"
"3605","2023-11-13","2023","November","13"
"3606","2023-11-14","2023","November","14"
"3607","2023-11-15","2023","November","15"
"3608","2023-11-16","2023","November","16"
"3609","2023-11-17","2023","November","17"
"3610","2023-11-18","2023","November","18"
"3611","2023-11-19","2023","November","19"
"3612","2023-11-20","2023","November","20"
"3613","2023-11-21","2023","November","21"
"3614","2023-11-22","2023","November","22"
"3615","2023-11-23","2023","November","23"
"3616","2023-11-24","2023","November","24"
"3617","2023-11-25","2023","November","25"
"3618","2023-11-26","2023","November","26"
"3619","2023-11-27","2023","November","27"
"3620","2023-11-28","2023","November","28"
"3621","2023-11-29","2023","November","29"
"3622","2023-11-30","2023","November","30"
"3623","2023-12-01","2023","December","1"
"3624","2023-12-02","2023","December","2"
"3625","2023-12-03","2023","December","3"
"3626","2023-12-04","2023","December","4"
"3627","2023-12-05","2023","December","5"
"3628","2023-12-06","2023","December","6"
"3629","2023-12-07","2023","December","7"
"3630","2023-12-08","2023","December","8"
"3631","2023-12-09","2023","December","9"
"3632","2023-12-10","2023","December","10"
"3633","2023-12-11","2023","December","11"
"3634","2023-12-12","2023","December","12"
"3635","2023-12-13","2023","December","13"
"3636","2023-12-14","2023","December","14"
"3637","2023-12-15","2023","December","15"
"3638","2023-12-16","2023","December","16"
"3639","2023-12-17","2023","December","17"
"3640","2023-12-18","2023","December","18"
"3641","2023-12-19","2023","December","19"
"3642","2023-12-20","2023","December","20"
"3643","2023-12-21","2023","December","21"
"3644","2023-12-22","2023","December","22"
"3645","2023-12-23","2023","December","23"
"3646","2023-12-24","2023","December","24"
"3647","2023-12-25","2023","December","25"
"3648","2023-12-26","2023","December","26"
"3649","2023-12-27","2023","December","27"
"3650","2023-12-28","2023","December","28"
"3651","2023-12-29","2023","December","29"
"3652","2023-12-30","2023","December","30"
"3653","2023-12-31","2023","December","31"
"3654","2024-01-01","2024","January","1"
"3655","2024-01-02","2024","January","2"
"3656","2024-01-03","2024","January","3"
"3657","2024-01-04","2024","January","4"
"3658","2024-01-05","2024","January","5"
"3659","2024-01-06","2024","January","6"
"3660","2024-01-07","2024","January","7"
"3661","2024-01-08","2024","January","8"
"3662","2024-01-09","2024","January","9"
"3663","2024-01-10","2024","January","10"
"3664","2024-01-11","2024","January","11"
"3665","2024-01-12","2024","January","12"
"3666","2024-01-13","2024","January","13"
"3667","2024-01-14","2024","January","14"
"3668","2024-01-15","2024","January","15"
"3669","2024-01-16","2024","January","16"
"3670","2024-01-17","2024","January","17"
"3671","2024-01-18","2024","January","18"
"3672","2024-01-19","2024","January","19"
"3673","2024-01-20","2024","January","20"
"3674","2024-01-21","2024","January","21"
"3675","2024-01-22","2024","January","22"
"3676","2024-01-23","2024","January","23"
"3677","2024-01-24","2024","January","24"
"3678","2024-01-25","2024","January","25"
"3679","2024-01-26","2024","January","26"
"3680","2024-01-27","2024","January","27"
"3681","2024-01-28","2024","January","28"
"3682","2024-01-29","2024","January","29"
"3683","2024-01-30","2024","January","30"
"3684","2024-01-31","2024","January","31"
"3685","2024-02-01","2024","February","1"
"3686","2024-02-02","2024","February","2"
"3687","2024-02-03","2024","February","3"
"3688","2024-02-04","2024","February","4"
"3689","2024-02-05","2024","February","5"
"3690","2024-02-06","2024","February","6"
"3691","2024-02-07","2024","February","7"
"3692","2024-02-08","2024","February","8"
"3693","2024-02-09","2024","February","9"
"3694","2024-02-10","2024","February","10"
"3695","2024-02-11","2024","February","11"
"3696","2024-02-12","2024","February","12"
"3697","2024-02-13","2024","February","13"
"3698","2024-02-14","2024","February","14"
"3699","2024-02-15","2024","February","15"
"3700","2024-02-16","2024","February","16"
"3701","2024-02-17","2024","February","17"
"3702","2024-02-18","2024","February","18"
"3703","2024-02-19","2024","February","19"
"3704","2024-02-20","2024","February","20"
"3705","2024-02-21","2024","February","21"
"3706","2024-02-22","2024","February","22"
"3707","2024-02-23","2024","February","23"
"3708","2024-02-24","2024","February","24"
"3709","2024-02-25","2024","February","25"
"3710","2024-02-26","2024","February","26"
"3711","2024-02-27","2024","February","27"
"3712","2024-02-28","2024","February","28"
"3713","2024-02-29","2024","February","29"
"3714","2024-03-01","2024","March","1"
"3715","2024-03-02","2024","March","2"
"3716","2024-03-03","2024","March","3"
"3717","2024-03-04","2024","March","4"
"3718","2024-03-05","2024","March","5"
"3719","2024-03-06","2024","March","6"
"3720","2024-03-07","2024","March","7"
"3721","2024-03-08","2024","March","8"
"3722","2024-03-09","2024","March","9"
"3723","2024-03-10","2024","March","10"
"3724","2024-03-11","2024","March","11"
"3725","2024-03-12","2024","March","12"
"3726","2024-03-13","2024","March","13"
"3727","2024-03-14","2024","March","14"
"3728","2024-03-15","2024","March","15"
"3729","2024-03-16","2024","March","16"
"3730","2024-03-17","2024","March","17"
"3731","2024-03-18","2024","March","18"
"3732","2024-03-19","2024","March","19"
"3733","2024-03-20","2024","March","20"
"3734","2024-03-21","2024","March","21"
"3735","2024-03-22","2024","March","22"
"3736","2024-03-23","2024","March","23"
"3737","2024-03-24","2024","March","24"
"3738","2024-03-25","2024","March","25"
"3739","2024-03-26","2024","March","26"
"3740","2024-03-27","2024","March","27"
"3741","2024-03-28","2024","March","28"
"3742","2024-03-29","2024","March","29"
"3743","2024-03-30","2024","March","30"
"3744","2024-03-31","2024","March","31"
"3745","2024-04-01","2024","April","1"
"3746","2024-04-02","2024","April","2"
"3747","2024-04-03","2024","April","3"
"3748","2024-04-04","2024","April","4"
"3749","2024-04-05","2024","April","5"
"3750","2024-04-06","2024","April","6"
"3751","2024-04-07","2024","April","7"
"3752","2024-04-08","2024","April","8"
"3753","2024-04-09","2024","April","9"
"3754","2024-04-10","2024","April","10"
"3755","2024-04-11","2024","April","11"
"3756","2024-04-12","2024","April","12"
"3757","2024-04-13","2024","April","13"
"3758","2024-04-14","2024","April","14"
"3759","2024-04-15","2024","April","15"
"3760","2024-04-16","2024","April","16"
"3761","2024-04-17","2024","April","17"
"3762","2024-04-18","2024","April","18"
"3763","2024-04-19","2024","April","19"
"3764","2024-04-20","2024","April","20"
"3765","2024-04-21","2024","April","21"
"3766","2024-04-22","2024","April","22"
"3767","2024-04-23","2024","April","23"
"3768","2024-04-24","2024","April","24"
"3769","2024-04-25","2024","April","25"
"3770","2024-04-26","2024","April","26"
"3771","2024-04-27","2024","April","27"
"3772","2024-04-28","2024","April","28"
"3773","2024-04-29","2024","April","29"
"3774","2024-04-30","2024","April","30"
"3775","2024-05-01","2024","May","1"
"3776","2024-05-02","2024","May","2"
"3777","2024-05-03","2024","May","3"
"3778","2024-05-04","2024","May","4"
"3779","2024-05-05","2024","May","5"
"3780","2024-05-06","2024","May","6"
"3781","2024-05-07","2024","May","7"
"3782","2024-05-08","2024","May","8"
"3783","2024-05-09","2024","May","9"
"3784","2024-05-10","2024","May","10"
"3785","2024-05-11","2024","May","11"
"3786","2024-05-12","2024","May","12"
"3787","2024-05-13","2024","May","13"
"3788","2024-05-14","2024","May","14"
"3789","2024-05-15","2024","May","15"
"3790","2024-05-16","2024","May","16"
"3791","2024-05-17","2024","May","17"
"3792","2024-05-18","2024","May","18"
"3793","2024-05-19","2024","May","19"
"3794","2024-05-20","2024","May","20"
"3795","2024-05-21","2024","May","21"
"3796","2024-05-22","2024","May","22"
"3797","2024-05-23","2024","May","23"
"3798","2024-05-24","2024","May","24"
"3799","2024-05-25","2024","May","25"
"3800","2024-05-26","2024","May","26"
"3801","2024-05-27","2024","May","27"
"3802","2024-05-28","2024","May","28"
"3803","2024-05-29","2024","May","29"
"3804","2024-05-30","2024","May","30"
"3805","2024-05-31","2024","May","31"
"3806","2024-06-01","2024","June","1"
"3807","2024-06-02","2024","June","2"
"3808","2024-06-03","2024","June","3"
"3809","2024-06-04","2024","June","4"
"3810","2024-06-05","2024","June","5"
"3811","2024-06-06","2024","June","6"
"3812","2024-06-07","2024","June","7"
"3813","2024-06-08","2024","June","8"
"3814","2024-06-09","2024","June","9"
"3815","2024-06-10","2024","June","10"
"3816","2024-06-11","2024","June","11"
"3817","2024-06-12","2024","June","12"
"3818","2024-06-13","2024","June","13"
"3819","2024-06-14","2024","June","14"
"3820","2024-06-15","2024","June","15"
"3821","2024-06-16","2024","June","16"
"3822","2024-06-17","2024","June","17"
"3823","2024-06-18","2024","June","18"
"3824","2024-06-19","2024","June","19"
"3825","2024-06-20","2024","June","20"
"3826","2024-06-21","2024","June","21"
"3827","2024-06-22","2024","June","22"
"3828","2024-06-23","2024","June","23"
"3829","2024-06-24","2024","June","24"
"3830","2024-06-25","2024","June","25"
"3831","2024-06-26","2024","June","26"
"3832","2024-06-27","2024","June","27"
"3833","2024-06-28","2024","June","28"
"3834","2024-06-29","2024","June","29"
"3835","2024-06-30","2024","June","30"
